order_id,customer_id,product_id,channel,order_date,quantity,selling_price,cost_price,coupon_discount,revenue,profit
ORD11321,C00922,P00119,WeChat Mini Program,2024-11-29,2,519.94,290.02,0.0,1039.88,459.84
ORD11322,C00086,P00178,WeChat Mini Program,2025-10-15,2,804.67,434.1,0.0,1609.34,741.14
ORD11323,C00993,P00076,Online,2025-02-14,1,116.9,72.26,8.49,108.41,36.15
ORD11324,C00932,P00141,Online,2025-09-28,3,143.89,73.29,0.0,431.67,211.8
ORD11325,C00258,P00182,WeChat Mini Program,2025-06-24,1,442.44,309.2,1.04,441.4,132.2
ORD11326,C00973,P00049,Offline,2025-09-02,1,370.69,263.15,14.28,356.41,93.26
ORD11327,C00506,P00089,Online,2025-04-09,3,907.09,475.08,0.0,2721.27,1296.03
ORD11328,C00499,P00146,Offline,2024-11-11,1,553.58,313.95,0.0,553.58,239.63
ORD11329,C00068,P00093,Offline,2025-05-09,2,343.27,200.2,0.0,686.54,286.14
ORD11330,C00012,P00153,Online,2024-12-25,1,160.95,127.67,2.75,158.2,30.53
ORD11331,C00253,P00078,Offline,2025-02-10,1,372.26,211.56,0.0,372.26,160.7
ORD11332,C00278,P00058,Offline,2025-09-24,3,450.64,321.8,10.64,1341.28,375.88
ORD11333,C00366,P00059,Offline,2025-06-25,2,478.33,248.5,0.0,956.66,459.66
ORD11334,C00719,P00062,Online,2025-09-11,1,62.6,31.37,0.0,62.6,31.23
ORD11335,C00574,P00172,Online,2025-04-20,1,540.89,326.5,0.0,540.89,214.39
ORD11336,C00951,P00008,Offline,2025-04-26,2,411.22,307.7,0.0,822.44,207.04
ORD11337,C00910,P00133,WeChat Mini Program,2025-05-19,3,618.13,365.6,16.53,1837.86,741.06
ORD11338,C00098,P00130,Online,2025-02-03,1,262.68,186.57,0.0,262.68,76.11
ORD11339,C00037,P00084,Offline,2025-10-30,3,475.66,309.74,0.0,1426.98,497.76
ORD11340,C00796,P00111,Offline,2024-11-25,1,848.33,484.64,19.19,829.14,344.5
ORD11341,C00886,P00164,WeChat Mini Program,2025-03-24,3,39.21,27.97,3.42,114.21,30.3
ORD11342,C00712,P00128,Online,2025-07-17,3,91.5,62.31,0.0,274.5,87.57
ORD11343,C00904,P00082,Online,2025-09-18,3,125.77,94.91,0.0,377.31,92.58
ORD11344,C00422,P00099,Offline,2024-12-01,2,605.17,318.18,0.0,1210.34,573.98
ORD11345,C00859,P00095,Online,2025-06-19,3,157.93,111.28,4.62,469.17,135.33
ORD11346,C00428,P00040,Offline,2025-05-14,3,558.18,343.55,0.0,1674.54,643.89
ORD11347,C00789,P00015,Online,2025-03-26,3,46.96,32.16,7.09,133.79,37.31
ORD11348,C00788,P00055,WeChat Mini Program,2025-03-04,2,454.46,329.46,0.0,908.92,250.0
ORD11349,C00197,P00083,Online,2025-01-14,1,474.89,333.5,13.56,461.33,127.83
ORD11350,C00292,P00169,Online,2024-12-12,3,627.71,342.76,0.0,1883.13,854.85
ORD11351,C00742,P00005,Offline,2025-10-27,3,406.02,267.14,0.0,1218.06,416.64
ORD11352,C00200,P00133,Online,2025-06-06,2,618.13,365.6,0.0,1236.26,505.06
ORD11353,C00257,P00057,Online,2025-05-16,1,549.72,332.23,0.0,549.72,217.49
ORD11354,C00031,P00097,Online,2025-10-21,2,311.96,166.3,6.13,617.79,285.19
ORD11355,C00822,P00156,WeChat Mini Program,2024-11-23,3,420.55,304.95,0.0,1261.65,346.8
ORD11356,C00036,P00106,WeChat Mini Program,2025-05-08,2,932.27,475.53,7.15,1857.39,906.33
ORD11357,C00166,P00089,Offline,2025-05-31,3,907.09,475.08,0.0,2721.27,1296.03
ORD11358,C00784,P00085,Offline,2025-01-07,2,462.0,381.34,0.0,924.0,161.32
ORD11359,C00430,P00100,Online,2025-07-20,1,793.15,484.11,0.0,793.15,309.04
ORD11360,C00666,P00030,Offline,2024-12-21,3,96.56,61.69,0.0,289.68,104.61
ORD11361,C00220,P00000,Online,2025-03-28,2,182.16,99.88,1.48,362.84,163.08
ORD11362,C00552,P00075,WeChat Mini Program,2025-05-01,3,604.33,431.6,0.0,1812.99,518.19
ORD11363,C00929,P00166,WeChat Mini Program,2025-07-01,1,262.7,204.61,0.0,262.7,58.09
ORD11364,C00356,P00110,WeChat Mini Program,2025-09-08,3,432.37,226.35,0.0,1297.11,618.06
ORD11365,C00025,P00124,Offline,2025-10-16,2,75.84,46.16,17.64,134.04,41.72
ORD11366,C00769,P00111,Offline,2025-01-14,2,848.33,484.64,14.09,1682.57,713.29
ORD11367,C00022,P00198,WeChat Mini Program,2024-12-01,1,453.24,252.76,4.45,448.79,196.03
ORD11368,C00999,P00006,Online,2025-01-27,3,296.57,189.52,0.0,889.71,321.15
ORD11369,C00453,P00024,Online,2025-10-29,2,517.84,285.03,0.0,1035.68,465.62
ORD11370,C00879,P00085,Online,2025-07-26,1,462.0,381.34,0.0,462.0,80.66
ORD11371,C00727,P00059,Offline,2025-11-01,2,478.33,248.5,0.0,956.66,459.66
ORD11372,C00525,P00047,WeChat Mini Program,2025-07-07,3,609.93,341.09,0.0,1829.79,806.52
ORD11373,C00216,P00003,Online,2025-05-01,3,564.16,469.89,19.64,1672.84,263.17
ORD11374,C00047,P00061,Offline,2025-10-29,2,196.38,122.79,0.0,392.76,147.18
ORD11375,C00944,P00174,Online,2025-06-22,2,118.59,84.9,0.0,237.18,67.38
ORD11376,C00409,P00055,Online,2025-05-29,1,454.46,329.46,0.22,454.24,124.78
ORD11377,C00799,P00081,Offline,2025-05-16,2,76.56,49.63,0.0,153.12,53.86
ORD11378,C00073,P00009,Offline,2025-08-21,1,778.57,471.68,0.0,778.57,306.89
ORD11379,C00551,P00192,Online,2025-01-14,1,617.45,320.54,12.08,605.37,284.83
ORD11380,C00406,P00042,Offline,2025-07-31,3,545.89,319.83,9.84,1627.83,668.34
ORD11381,C00012,P00189,Offline,2025-10-23,2,123.82,98.8,0.0,247.64,50.04
ORD11382,C00311,P00103,Offline,2025-08-31,3,116.34,60.53,10.31,338.71,157.12
ORD11383,C00767,P00041,Offline,2025-07-06,1,74.22,49.62,15.05,59.17,9.55
ORD11384,C00793,P00180,Online,2024-11-23,1,267.24,147.19,3.72,263.52,116.33
ORD11385,C00212,P00180,WeChat Mini Program,2025-05-15,1,267.24,147.19,5.21,262.03,114.84
ORD11386,C00080,P00192,Online,2025-09-26,2,617.45,320.54,19.99,1214.91,573.83
ORD11387,C00239,P00117,Offline,2025-08-18,3,344.36,195.21,0.12,1032.96,447.33
ORD11388,C00142,P00188,Offline,2025-10-03,2,409.06,210.17,0.0,818.12,397.78
ORD11389,C00929,P00063,Online,2024-11-13,3,796.43,442.91,0.0,2389.29,1060.56
ORD11390,C00469,P00041,Offline,2025-01-16,3,74.22,49.62,0.0,222.66,73.8
ORD11391,C00917,P00156,Offline,2025-01-04,1,420.55,304.95,0.0,420.55,115.6
ORD11392,C00640,P00105,Online,2025-09-18,2,900.72,479.69,0.0,1801.44,842.06
ORD11393,C00813,P00004,Online,2025-01-13,3,257.68,159.08,0.0,773.04,295.8
ORD11394,C00678,P00097,Online,2025-07-05,2,311.96,166.3,0.0,623.92,291.32
ORD11395,C00307,P00132,Online,2025-08-12,3,94.9,75.26,5.09,279.61,53.83
ORD11396,C00438,P00095,WeChat Mini Program,2025-06-29,1,157.93,111.28,8.59,149.34,38.06
ORD11397,C00993,P00003,Online,2024-11-24,2,564.16,469.89,0.0,1128.32,188.54
ORD11398,C00153,P00101,Offline,2025-04-22,3,757.93,495.35,2.13,2271.66,785.61
ORD11399,C00786,P00013,Online,2024-11-07,1,353.02,288.17,10.13,342.89,54.72
ORD11400,C00397,P00008,Offline,2025-03-18,1,411.22,307.7,0.0,411.22,103.52
ORD11401,C00839,P00161,Online,2025-10-22,2,576.01,461.23,0.0,1152.02,229.56
ORD11402,C00708,P00147,Online,2025-03-19,2,827.1,490.43,0.0,1654.2,673.34
ORD11403,C00302,P00013,Offline,2025-05-12,1,353.02,288.17,0.0,353.02,64.85
ORD11404,C00458,P00004,Online,2025-05-26,1,257.68,159.08,0.0,257.68,98.6
ORD11405,C00863,P00035,WeChat Mini Program,2025-08-09,2,173.0,129.62,0.0,346.0,86.76
ORD11406,C00203,P00183,Offline,2025-06-02,3,679.74,466.69,12.92,2026.3,626.23
ORD11407,C00567,P00079,Online,2024-11-22,3,859.39,485.07,0.0,2578.17,1122.96
ORD11408,C00843,P00009,Offline,2025-01-26,1,778.57,471.68,0.0,778.57,306.89
ORD11409,C00965,P00141,WeChat Mini Program,2024-11-22,1,143.89,73.29,0.0,143.89,70.6
ORD11410,C00293,P00147,Offline,2025-04-25,3,827.1,490.43,5.69,2475.61,1004.32
ORD11411,C00065,P00140,Online,2025-05-12,1,572.32,380.97,16.69,555.63,174.66
ORD11412,C00245,P00087,Offline,2024-12-07,1,309.79,242.35,4.32,305.47,63.12
ORD11413,C00786,P00070,Online,2025-06-08,3,751.42,406.59,0.0,2254.26,1034.49
ORD11414,C00982,P00179,Offline,2025-07-22,1,731.59,412.22,12.95,718.64,306.42
ORD11415,C00116,P00100,Online,2025-10-01,1,793.15,484.11,0.0,793.15,309.04
ORD11416,C00967,P00024,WeChat Mini Program,2025-02-27,2,517.84,285.03,1.63,1034.05,463.99
ORD11417,C00939,P00141,Online,2024-11-06,2,143.89,73.29,0.0,287.78,141.2
ORD11418,C00030,P00076,Online,2024-12-09,3,116.9,72.26,0.0,350.7,133.92
ORD11419,C00229,P00114,Online,2024-12-29,3,102.59,51.57,15.5,292.27,137.56
ORD11420,C00031,P00092,Online,2025-10-11,2,38.36,22.99,0.52,76.2,30.22
ORD11421,C00415,P00044,Offline,2024-11-13,3,521.81,299.54,0.0,1565.43,666.81
ORD11422,C00330,P00176,WeChat Mini Program,2024-11-15,2,79.86,49.31,0.0,159.72,61.1
ORD11423,C00121,P00142,WeChat Mini Program,2024-12-05,2,574.66,339.13,0.0,1149.32,471.06
ORD11424,C00152,P00091,Online,2025-10-18,1,584.21,345.14,0.0,584.21,239.07
ORD11425,C00969,P00041,Offline,2025-06-20,2,74.22,49.62,0.0,148.44,49.2
ORD11426,C00242,P00132,Online,2025-03-11,3,94.9,75.26,0.0,284.7,58.92
ORD11427,C00479,P00031,Online,2025-04-19,3,729.84,447.35,0.0,2189.52,847.47
ORD11428,C00469,P00080,WeChat Mini Program,2025-02-08,2,284.25,225.1,0.0,568.5,118.3
ORD11429,C00890,P00051,Online,2025-10-04,2,322.51,181.11,15.18,629.84,267.62
ORD11430,C00788,P00063,Online,2025-07-12,2,796.43,442.91,0.0,1592.86,707.04
ORD11431,C00183,P00003,Online,2025-05-09,1,564.16,469.89,16.03,548.13,78.24
ORD11432,C00626,P00090,Offline,2025-08-02,1,507.47,316.67,0.0,507.47,190.8
ORD11433,C00735,P00071,WeChat Mini Program,2025-08-02,1,60.18,49.98,11.28,48.9,-1.08
ORD11434,C00210,P00056,Online,2025-03-11,3,338.46,252.01,18.97,996.41,240.38
ORD11435,C00618,P00086,WeChat Mini Program,2025-03-30,1,81.35,56.14,4.81,76.54,20.4
ORD11436,C00853,P00177,Online,2025-07-28,1,956.07,498.66,0.0,956.07,457.41
ORD11437,C00499,P00028,WeChat Mini Program,2025-07-28,1,213.99,109.5,0.0,213.99,104.49
ORD11438,C00049,P00131,WeChat Mini Program,2025-07-14,3,224.88,147.08,0.0,674.64,233.4
ORD11439,C00129,P00067,Online,2024-12-31,1,585.09,465.71,0.0,585.09,119.38
ORD11440,C00146,P00171,Online,2025-08-26,3,430.73,286.58,0.0,1292.19,432.45
ORD11441,C00683,P00011,Offline,2025-06-12,2,310.12,252.64,0.0,620.24,114.96
ORD11442,C00511,P00171,WeChat Mini Program,2025-04-19,3,430.73,286.58,0.0,1292.19,432.45
ORD11443,C00511,P00062,Online,2025-02-17,2,62.6,31.37,0.0,125.2,62.46
ORD11444,C00888,P00107,Online,2025-10-05,1,92.41,54.94,2.67,89.74,34.8
ORD11445,C00544,P00004,WeChat Mini Program,2025-09-30,2,257.68,159.08,0.0,515.36,197.2
ORD11446,C00918,P00167,Online,2025-08-11,1,28.91,19.83,0.0,28.91,9.08
ORD11447,C00464,P00091,WeChat Mini Program,2025-08-09,3,584.21,345.14,1.82,1750.81,715.39
ORD11448,C00152,P00052,Online,2025-10-28,2,411.37,324.6,0.0,822.74,173.54
ORD11449,C00799,P00020,WeChat Mini Program,2025-01-26,2,68.81,46.28,6.0,131.62,39.06
ORD11450,C00403,P00033,Online,2025-07-27,3,406.64,219.28,16.38,1203.54,545.7
ORD11451,C00418,P00140,Online,2025-05-07,1,572.32,380.97,0.0,572.32,191.35
ORD11452,C00757,P00035,Online,2025-07-21,2,173.0,129.62,15.38,330.62,71.38
ORD11453,C00240,P00134,Offline,2025-07-15,2,373.3,280.28,0.0,746.6,186.04
ORD11454,C00450,P00014,Online,2025-02-22,1,901.13,470.35,0.0,901.13,430.78
ORD11455,C00574,P00067,Online,2024-11-10,3,585.09,465.71,0.0,1755.27,358.14
ORD11456,C00517,P00156,Offline,2025-09-30,2,420.55,304.95,0.0,841.1,231.2
ORD11457,C00335,P00122,Online,2025-03-24,1,583.06,481.98,16.31,566.75,84.77
ORD11458,C00824,P00095,WeChat Mini Program,2025-02-21,1,157.93,111.28,19.13,138.8,27.52
ORD11459,C00715,P00050,Offline,2024-11-25,3,540.5,283.56,0.0,1621.5,770.82
ORD11460,C00901,P00072,Online,2025-05-09,2,578.64,328.48,0.0,1157.28,500.32
ORD11461,C00341,P00033,Online,2025-07-21,2,406.64,219.28,0.0,813.28,374.72
ORD11462,C00005,P00190,Online,2025-07-20,2,554.24,422.5,0.0,1108.48,263.48
ORD11463,C00823,P00095,WeChat Mini Program,2025-07-12,2,157.93,111.28,0.0,315.86,93.3
ORD11464,C00624,P00029,Offline,2024-12-29,1,172.99,89.0,0.0,172.99,83.99
ORD11465,C00171,P00021,Offline,2025-02-17,1,462.0,315.42,14.79,447.21,131.79
ORD11466,C00046,P00113,Online,2025-05-30,1,391.05,204.36,0.0,391.05,186.69
ORD11467,C00924,P00044,WeChat Mini Program,2025-04-17,3,521.81,299.54,0.0,1565.43,666.81
ORD11468,C00683,P00194,Offline,2025-04-21,2,515.35,315.81,0.0,1030.7,399.08
ORD11469,C00958,P00080,Online,2025-02-24,3,284.25,225.1,16.87,835.88,160.58
ORD11470,C00343,P00182,WeChat Mini Program,2024-11-14,2,442.44,309.2,0.0,884.88,266.48
ORD11471,C00243,P00094,Online,2025-03-28,1,700.9,412.11,6.51,694.39,282.28
ORD11472,C00414,P00180,Offline,2025-10-16,3,267.24,147.19,13.34,788.38,346.81
ORD11473,C00085,P00054,Offline,2025-02-20,3,16.58,12.48,12.43,37.31,-0.13
ORD11474,C00384,P00197,Offline,2025-07-07,3,466.18,317.58,0.0,1398.54,445.8
ORD11475,C00023,P00174,Offline,2025-07-23,2,118.59,84.9,0.0,237.18,67.38
ORD11476,C00849,P00173,Online,2025-05-21,3,334.62,171.87,2.4,1001.46,485.85
ORD11477,C00411,P00015,WeChat Mini Program,2025-08-07,2,46.96,32.16,0.0,93.92,29.6
ORD11478,C00436,P00191,WeChat Mini Program,2025-02-25,1,120.08,90.19,8.55,111.53,21.34
ORD11479,C00381,P00002,Online,2025-09-06,2,137.66,80.0,0.0,275.32,115.32
ORD11480,C00773,P00155,Online,2025-07-16,2,709.73,449.43,0.0,1419.46,520.6
ORD11481,C00402,P00101,Online,2025-02-23,2,757.93,495.35,13.15,1502.71,512.01
ORD11482,C00540,P00186,Offline,2025-09-07,3,14.65,11.33,0.0,43.95,9.96
ORD11483,C00895,P00010,Offline,2025-03-12,3,101.1,57.86,10.04,293.26,119.68
ORD11484,C00648,P00027,Online,2025-05-28,1,636.34,454.71,0.0,636.34,181.63
ORD11485,C00628,P00148,Online,2024-12-20,2,97.23,54.59,0.0,194.46,85.28
ORD11486,C00714,P00038,Online,2025-04-11,1,705.14,498.89,7.54,697.6,198.71
ORD11487,C00760,P00135,Online,2025-02-27,1,487.87,245.38,0.0,487.87,242.49
ORD11488,C00826,P00182,Online,2024-12-10,3,442.44,309.2,6.48,1320.84,393.24
ORD11489,C00612,P00181,WeChat Mini Program,2024-12-13,3,350.87,218.46,0.0,1052.61,397.23
ORD11490,C00143,P00171,Offline,2025-07-09,3,430.73,286.58,0.0,1292.19,432.45
ORD11491,C00764,P00118,Online,2024-11-11,2,102.8,64.49,2.95,202.65,73.67
ORD11492,C00301,P00019,WeChat Mini Program,2025-05-12,2,190.05,107.43,12.3,367.8,152.94
ORD11493,C00049,P00051,Offline,2025-04-03,1,322.51,181.11,0.0,322.51,141.4
ORD11494,C00231,P00116,Offline,2025-04-04,1,569.12,379.16,9.16,559.96,180.8
ORD11495,C00880,P00134,Offline,2025-01-08,2,373.3,280.28,0.0,746.6,186.04
ORD11496,C00031,P00099,Offline,2025-07-05,2,605.17,318.18,19.09,1191.25,554.89
ORD11497,C00647,P00190,Online,2025-01-30,3,554.24,422.5,1.17,1661.55,394.05
ORD11498,C00282,P00103,WeChat Mini Program,2024-12-09,1,116.34,60.53,0.0,116.34,55.81
ORD11499,C00958,P00052,Offline,2025-02-16,2,411.37,324.6,0.0,822.74,173.54
ORD11500,C00030,P00060,Offline,2025-10-31,1,425.83,256.29,0.0,425.83,169.54
ORD11501,C00242,P00182,Online,2024-11-21,2,442.44,309.2,16.53,868.35,249.95
ORD11502,C00896,P00111,WeChat Mini Program,2025-09-17,1,848.33,484.64,11.32,837.01,352.37
ORD11503,C00647,P00161,Online,2025-10-21,3,576.01,461.23,0.0,1728.03,344.34
ORD11504,C00505,P00009,Online,2024-11-20,3,778.57,471.68,0.0,2335.71,920.67
ORD11505,C00640,P00026,WeChat Mini Program,2024-12-04,1,43.41,25.4,17.25,26.16,0.76
ORD11506,C00704,P00169,Online,2025-05-15,3,627.71,342.76,0.0,1883.13,854.85
ORD11507,C00455,P00187,Online,2025-02-15,3,351.7,180.95,0.0,1055.1,512.25
ORD11508,C00313,P00081,Online,2025-06-27,2,76.56,49.63,0.0,153.12,53.86
ORD11509,C00610,P00174,Online,2025-03-01,1,118.59,84.9,0.0,118.59,33.69
ORD11510,C00561,P00037,Online,2025-08-24,2,213.1,133.37,5.45,420.75,154.01
ORD11511,C00653,P00045,WeChat Mini Program,2025-07-30,2,601.42,406.66,8.51,1194.33,381.01
ORD11512,C00272,P00137,Offline,2025-01-26,2,50.56,41.12,9.63,91.49,9.25
ORD11513,C00227,P00158,WeChat Mini Program,2025-01-09,3,403.67,271.87,0.0,1211.01,395.4
ORD11514,C00457,P00094,WeChat Mini Program,2025-04-03,3,700.9,412.11,15.27,2087.43,851.1
ORD11515,C00130,P00086,Online,2025-02-21,1,81.35,56.14,0.0,81.35,25.21
ORD11516,C00455,P00017,WeChat Mini Program,2025-03-27,1,362.21,275.92,0.0,362.21,86.29
ORD11517,C00230,P00072,Offline,2024-11-14,2,578.64,328.48,0.0,1157.28,500.32
ORD11518,C00229,P00023,WeChat Mini Program,2025-05-16,1,390.79,197.63,13.66,377.13,179.5
ORD11519,C00328,P00106,Offline,2025-07-30,1,932.27,475.53,15.25,917.02,441.49
ORD11520,C00800,P00045,Online,2025-07-24,2,601.42,406.66,11.89,1190.95,377.63
ORD11521,C00700,P00195,Offline,2025-06-21,2,237.62,123.78,12.55,462.69,215.13
ORD11522,C00726,P00112,WeChat Mini Program,2025-07-08,3,75.47,59.55,0.0,226.41,47.76
ORD11523,C00431,P00147,WeChat Mini Program,2025-01-07,3,827.1,490.43,5.99,2475.31,1004.02
ORD11524,C00038,P00066,Offline,2025-10-14,3,220.76,165.29,0.0,662.28,166.41
ORD11525,C00600,P00066,Online,2025-08-16,2,220.76,165.29,0.0,441.52,110.94
ORD11526,C00550,P00136,Online,2025-06-24,2,388.55,196.64,8.47,768.63,375.35
ORD11527,C00269,P00171,WeChat Mini Program,2025-06-15,1,430.73,286.58,1.62,429.11,142.53
ORD11528,C00088,P00031,Online,2025-07-12,3,729.84,447.35,2.67,2186.85,844.8
ORD11529,C00822,P00009,Online,2025-05-26,2,778.57,471.68,0.0,1557.14,613.78
ORD11530,C00219,P00168,Online,2025-05-28,2,377.58,272.31,12.2,742.96,198.34
ORD11531,C00582,P00155,Online,2025-08-02,3,709.73,449.43,0.0,2129.19,780.9
ORD11532,C00330,P00055,Online,2025-06-18,3,454.46,329.46,0.0,1363.38,375.0
ORD11533,C00172,P00083,Online,2025-09-09,1,474.89,333.5,8.31,466.58,133.08
ORD11534,C00111,P00170,Offline,2025-10-02,2,456.07,273.18,7.97,904.17,357.81
ORD11535,C00589,P00021,WeChat Mini Program,2025-11-02,3,462.0,315.42,0.0,1386.0,439.74
ORD11536,C00437,P00031,Online,2024-12-28,1,729.84,447.35,0.0,729.84,282.49
ORD11537,C00762,P00166,Offline,2025-05-06,2,262.7,204.61,0.0,525.4,116.18
ORD11538,C00758,P00156,Offline,2025-09-23,3,420.55,304.95,0.0,1261.65,346.8
ORD11539,C00284,P00118,WeChat Mini Program,2025-06-20,3,102.8,64.49,4.32,304.08,110.61
ORD11540,C00161,P00049,Offline,2025-06-24,3,370.69,263.15,0.0,1112.07,322.62
ORD11541,C00526,P00175,Offline,2025-04-25,2,97.88,53.06,18.02,177.74,71.62
ORD11542,C00033,P00178,WeChat Mini Program,2025-07-22,2,804.67,434.1,0.0,1609.34,741.14
ORD11543,C00023,P00054,WeChat Mini Program,2025-08-23,3,16.58,12.48,0.0,49.74,12.3
ORD11544,C00494,P00011,Online,2025-05-31,1,310.12,252.64,0.0,310.12,57.48
ORD11545,C00261,P00025,WeChat Mini Program,2025-03-04,3,461.64,358.22,0.0,1384.92,310.26
ORD11546,C00556,P00013,Offline,2024-11-19,1,353.02,288.17,0.0,353.02,64.85
ORD11547,C00628,P00083,Online,2025-02-23,1,474.89,333.5,0.0,474.89,141.39
ORD11548,C00658,P00057,Online,2024-11-10,3,549.72,332.23,0.08,1649.08,652.39
ORD11549,C00491,P00182,Online,2025-01-28,2,442.44,309.2,8.87,876.01,257.61
ORD11550,C00247,P00038,Online,2025-08-22,2,705.14,498.89,0.0,1410.28,412.5
ORD11551,C00945,P00189,Offline,2024-11-18,3,123.82,98.8,5.01,366.45,70.05
ORD11552,C00902,P00166,Offline,2025-04-16,2,262.7,204.61,0.0,525.4,116.18
ORD11553,C00051,P00141,Online,2025-08-23,3,143.89,73.29,0.0,431.67,211.8
ORD11554,C00668,P00052,WeChat Mini Program,2025-09-28,3,411.37,324.6,17.46,1216.65,242.85
ORD11555,C00515,P00074,Offline,2025-07-03,2,389.15,238.14,13.12,765.18,288.9
ORD11556,C00015,P00110,WeChat Mini Program,2025-02-19,3,432.37,226.35,0.0,1297.11,618.06
ORD11557,C00268,P00154,Offline,2025-07-05,2,133.64,78.03,1.75,265.53,109.47
ORD11558,C00866,P00133,WeChat Mini Program,2025-05-13,1,618.13,365.6,0.0,618.13,252.53
ORD11559,C00085,P00166,Online,2025-01-30,1,262.7,204.61,1.3,261.4,56.79
ORD11560,C00094,P00185,Online,2025-03-22,3,310.35,167.95,9.28,921.77,417.92
ORD11561,C00411,P00143,Offline,2025-03-20,2,401.72,254.1,2.9,800.54,292.34
ORD11562,C00709,P00000,Online,2025-08-25,1,182.16,99.88,0.0,182.16,82.28
ORD11563,C00896,P00031,WeChat Mini Program,2025-08-27,3,729.84,447.35,0.0,2189.52,847.47
ORD11564,C00727,P00073,Online,2025-10-29,2,543.15,444.44,0.0,1086.3,197.42
ORD11565,C00763,P00113,WeChat Mini Program,2025-09-30,3,391.05,204.36,0.0,1173.15,560.07
ORD11566,C00078,P00129,Offline,2024-12-24,1,351.71,237.21,0.0,351.71,114.5
ORD11567,C00265,P00154,Online,2025-09-16,3,133.64,78.03,0.0,400.92,166.83
ORD11568,C00762,P00057,Offline,2025-09-01,2,549.72,332.23,0.0,1099.44,434.98
ORD11569,C00419,P00051,WeChat Mini Program,2025-03-15,1,322.51,181.11,17.68,304.83,123.72
ORD11570,C00730,P00000,WeChat Mini Program,2025-05-01,2,182.16,99.88,6.19,358.13,158.37
ORD11571,C00336,P00002,Offline,2025-02-01,1,137.66,80.0,4.74,132.92,52.92
ORD11572,C00008,P00093,Online,2025-08-12,2,343.27,200.2,14.59,671.95,271.55
ORD11573,C00102,P00189,Offline,2025-09-13,1,123.82,98.8,0.0,123.82,25.02
ORD11574,C00331,P00151,WeChat Mini Program,2025-03-21,3,353.25,251.14,0.0,1059.75,306.33
ORD11575,C00542,P00018,WeChat Mini Program,2025-08-14,2,27.17,17.66,0.0,54.34,19.02
ORD11576,C00674,P00112,WeChat Mini Program,2025-09-30,3,75.47,59.55,0.0,226.41,47.76
ORD11577,C00861,P00097,Online,2025-03-16,2,311.96,166.3,5.12,618.8,286.2
ORD11578,C00289,P00099,Online,2025-04-09,2,605.17,318.18,0.0,1210.34,573.98
ORD11579,C00842,P00184,Online,2024-12-29,2,381.19,232.59,0.0,762.38,297.2
ORD11580,C00604,P00036,Online,2025-08-13,2,260.25,207.88,0.0,520.5,104.74
ORD11581,C00322,P00083,Offline,2025-08-05,1,474.89,333.5,0.0,474.89,141.39
ORD11582,C00794,P00030,Offline,2025-03-13,2,96.56,61.69,9.93,183.19,59.81
ORD11583,C00958,P00180,Offline,2025-08-05,1,267.24,147.19,0.0,267.24,120.05
ORD11584,C00332,P00115,Offline,2025-10-03,2,613.23,441.38,0.0,1226.46,343.7
ORD11585,C00955,P00048,Online,2025-10-09,1,235.68,136.39,3.25,232.43,96.04
ORD11586,C00014,P00049,Online,2025-09-05,1,370.69,263.15,0.0,370.69,107.54
ORD11587,C00756,P00192,Offline,2025-05-24,1,617.45,320.54,0.0,617.45,296.91
ORD11588,C00309,P00126,Online,2025-01-09,1,529.42,317.5,0.0,529.42,211.92
ORD11589,C00278,P00106,Offline,2024-12-25,3,932.27,475.53,0.0,2796.81,1370.22
ORD11590,C00930,P00144,Offline,2025-04-08,3,701.87,427.57,0.0,2105.61,822.9
ORD11591,C00362,P00068,Offline,2025-08-29,2,193.23,134.54,0.37,386.09,117.01
ORD11592,C00238,P00137,Online,2025-04-29,1,50.56,41.12,0.0,50.56,9.44
ORD11593,C00363,P00022,Online,2025-07-03,1,628.46,367.51,14.64,613.82,246.31
ORD11594,C00915,P00187,Offline,2025-08-17,1,351.7,180.95,0.0,351.7,170.75
ORD11595,C00656,P00099,WeChat Mini Program,2025-01-14,3,605.17,318.18,0.0,1815.51,860.97
ORD11596,C00811,P00159,Online,2025-02-18,2,449.77,256.67,7.9,891.64,378.3
ORD11597,C00976,P00093,Online,2025-04-27,1,343.27,200.2,0.0,343.27,143.07
ORD11598,C00574,P00028,Offline,2025-08-16,3,213.99,109.5,19.31,622.66,294.16
ORD11599,C00742,P00045,Online,2025-05-03,3,601.42,406.66,0.0,1804.26,584.28
ORD11600,C00423,P00158,Offline,2025-02-12,1,403.67,271.87,0.0,403.67,131.8
ORD11601,C00677,P00035,WeChat Mini Program,2025-05-06,1,173.0,129.62,0.0,173.0,43.38
ORD11602,C00814,P00089,Online,2025-06-30,3,907.09,475.08,0.0,2721.27,1296.03
ORD11603,C00726,P00057,Offline,2025-02-18,2,549.72,332.23,0.0,1099.44,434.98
ORD11604,C00678,P00093,Online,2024-11-11,1,343.27,200.2,0.0,343.27,143.07
ORD11605,C00529,P00140,Online,2025-07-26,2,572.32,380.97,0.0,1144.64,382.7
ORD11606,C00613,P00078,Offline,2025-04-29,3,372.26,211.56,18.06,1098.72,464.04
ORD11607,C00866,P00133,Online,2025-09-19,3,618.13,365.6,0.0,1854.39,757.59
ORD11608,C00366,P00031,WeChat Mini Program,2025-05-03,3,729.84,447.35,0.0,2189.52,847.47
